 Long   Lat    Vpn    Ani    Direc  
 73.75  22.75  7.990  0.057   60.0
 74.25  22.75  8.034  0.053   77.9
 74.75  22.75  8.068  0.039   94.3
 75.25  22.75  8.096  0.027  123.8
 75.75  22.75  8.126  0.049  152.7
 76.25  22.75  8.149  0.093  162.0
 76.75  22.75  8.170  0.137  165.0
 77.25  22.75  8.186  0.172  168.0
 77.75  22.75  8.195  0.186  172.4
 78.25  22.75  8.198  0.187  178.4
 78.75  22.75  8.187  0.184    5.0
 79.25  22.75  8.147  0.187   10.4
 79.75  22.75  8.107  0.183   15.8
 80.25  22.75  8.089  0.169   22.0
 80.75  22.75  8.089  0.138   28.5
 81.25  22.75  8.108  0.092   38.5
 81.75  22.75  8.142  0.060   62.6
 82.25  22.75  8.173  0.083   89.2
 82.75  22.75  8.185  0.117  100.2
 83.25  22.75  8.169  0.127  107.3
 83.75  22.75  8.153  0.111  113.1
 84.25  22.75  8.143  0.078  120.5
 84.75  22.75  8.139  0.050  136.0
 85.25  22.75  8.155  0.038  151.2
 85.75  22.75  8.177  0.022  172.4
 86.25  22.75  8.187  0.029   32.6
 86.75  22.75  8.177  0.059   44.5
 87.25  22.75  8.150  0.083   52.1
 87.75  22.75  8.114  0.103   60.3
 88.25  22.75  8.072  0.118   66.3
 88.75  22.75  8.027  0.113   70.6
 89.25  22.75  8.016  0.091   77.2
 89.75  22.75  8.056  0.060   88.7
 90.25  22.75  8.122  0.030  117.5
 90.75  22.75  8.180  0.064  155.7
 91.25  22.75  8.228  0.126  165.7
 91.75  22.75  8.269  0.171  170.6
 92.25  22.75  8.304  0.170  173.9
 92.75  22.75  8.271  0.148    1.6
 93.25  22.75  8.169  0.129   15.5
 93.75  22.75  8.043  0.127   33.5
 94.25  22.75  7.938  0.147   51.3
 94.75  22.75  7.854  0.161   58.6
 95.25  22.75  7.822  0.115   62.1
 95.75  22.75  7.839  0.012   90.7
 96.25  22.75  7.898  0.139  143.8
 96.75  22.75  7.953  0.254  146.2
 97.25  22.75  7.968  0.314  149.4
 97.75  22.75  7.934  0.314  154.0
 98.25  22.75  7.879  0.266  161.0
 98.75  22.75  7.877  0.183  166.1
 99.25  22.75  7.872  0.113  175.7
 99.75  22.75  7.866  0.080    3.2
100.25  22.75  7.876  0.049   14.7
100.75  22.75  7.859  0.061    8.4
101.25  22.75  7.859  0.086    6.7
101.75  22.75  7.877  0.104    2.8
102.25  22.75  7.930  0.086    3.9
102.75  22.75  7.983  0.066    6.3
103.25  22.75  8.013  0.045  176.5
103.75  22.75  8.036  0.047  145.1
104.25  22.75  8.032  0.066  138.1
104.75  22.75  7.998  0.057  144.5
105.25  22.75  7.966  0.050  161.7
105.75  22.75  7.957  0.070  170.5
106.25  22.75  7.973  0.078  171.8
106.75  22.75  8.015  0.069  171.3
107.25  22.75  8.065  0.046  173.8
107.75  22.75  8.116  0.017   16.1
108.25  22.75  8.155  0.031   65.1
108.75  22.75  8.160  0.054   70.8
109.25  22.75  8.128  0.058   69.1
109.75  22.75  8.081  0.048   67.8
 32.25  23.25  8.100  0.007   38.3
 32.75  23.25  8.100  0.007   39.9
 33.25  23.25  8.099  0.004   30.7
 33.75  23.25  8.098  0.003    0.8
 34.25  23.25  8.097  0.003  159.6
 37.25  23.25  8.093  0.017  174.2
 37.75  23.25  8.087  0.025  176.4
 38.25  23.25  8.090  0.020  174.5
 39.25  23.25  8.079  0.024  179.5
 39.75  23.25  8.082  0.020    0.4
 42.75  23.25  8.100  0.007   71.5
 44.75  23.25  8.104  0.003   31.0
 45.75  23.25  8.147  0.037   43.6
 46.25  23.25  8.190  0.058   44.0
 46.75  23.25  8.234  0.068   44.4
 47.25  23.25  8.273  0.073   44.3
 47.75  23.25  8.280  0.064   36.3
 48.25  23.25  8.277  0.060   24.6
 48.75  23.25  8.271  0.060   14.4
 49.25  23.25  8.259  0.063    4.8
 49.75  23.25  8.237  0.068  174.3
 50.25  23.25  8.207  0.076  165.7
 50.75  23.25  8.176  0.080  160.1
 51.25  23.25  8.152  0.078  156.8
 51.75  23.25  8.138  0.070  155.9
 52.25  23.25  8.143  0.075  157.5
 52.75  23.25  8.156  0.073  158.3
 53.25  23.25  8.161  0.067  159.4
 53.75  23.25  8.156  0.063  158.7
 54.25  23.25  8.147  0.058  152.6
 54.75  23.25  8.148  0.048  134.2
 55.25  23.25  8.151  0.064  109.5
 55.75  23.25  8.142  0.108  101.6
 56.25  23.25  8.091  0.129  105.0
 56.75  23.25  8.013  0.123  111.7
 57.25  23.25  7.953  0.110  117.7
 57.75  23.25  7.937  0.105  117.0
 58.25  23.25  7.936  0.098  110.7
 58.75  23.25  7.928  0.095   97.3
 59.25  23.25  7.925  0.117   88.4
 59.75  23.25  7.919  0.142   84.9
 60.25  23.25  7.913  0.163   84.0
 60.75  23.25  7.913  0.174   84.0
 61.25  23.25  7.919  0.175   84.6
 61.75  23.25  7.933  0.167   85.7
 62.25  23.25  7.953  0.149   87.1
 62.75  23.25  7.978  0.122   88.5
 63.25  23.25  8.009  0.089   89.7
 63.75  23.25  8.047  0.048   90.3
 64.25  23.25  8.076  0.007   75.1
 64.75  23.25  8.100  0.032    9.4
 65.25  23.25  8.115  0.059   10.1
 65.75  23.25  8.124  0.074   13.0
 66.25  23.25  8.127  0.078   17.1
 66.75  23.25  8.125  0.071   23.2
 67.25  23.25  8.126  0.054   30.0
 67.75  23.25  8.131  0.027   42.5
 68.25  23.25  8.143  0.020  102.7
 68.75  23.25  8.155  0.063  119.8
 69.25  23.25  8.161  0.101  125.8
 69.75  23.25  8.154  0.120  132.3
 70.25  23.25  8.148  0.138  139.3
 70.75  23.25  8.121  0.134  147.1
 71.25  23.25  8.066  0.102  163.6
 71.75  23.25  8.023  0.095    0.1
 72.25  23.25  8.019  0.075   12.7
 72.75  23.25  8.010  0.056   22.5
 73.25  23.25  8.014  0.025   32.5
 73.75  23.25  8.041  0.018   88.3
 74.25  23.25  8.080  0.038  106.6
 74.75  23.25  8.106  0.041  122.1
 75.25  23.25  8.128  0.048  139.4
 75.75  23.25  8.157  0.064  151.2
 76.25  23.25  8.183  0.088  158.7
 76.75  23.25  8.207  0.113  163.4
 77.25  23.25  8.223  0.141  168.9
 77.75  23.25  8.231  0.160  174.9
 78.25  23.25  8.234  0.172    1.5
 78.75  23.25  8.221  0.180    8.1
 79.25  23.25  8.174  0.193   13.1
 79.75  23.25  8.125  0.192   18.0
 80.25  23.25  8.093  0.176   22.0
 80.75  23.25  8.102  0.136   27.8
 81.25  23.25  8.126  0.081   34.7
 81.75  23.25  8.162  0.035   62.2
 82.25  23.25  8.190  0.059   98.2
 82.75  23.25  8.200  0.093  109.8
 83.25  23.25  8.185  0.108  118.3
 83.75  23.25  8.161  0.112  126.7
 84.25  23.25  8.145  0.100  135.7
 84.75  23.25  8.151  0.087  145.0
 85.25  23.25  8.171  0.076  151.9
 85.75  23.25  8.195  0.051  160.5
 86.25  23.25  8.205  0.034    3.1
 86.75  23.25  8.200  0.050   28.3
 87.25  23.25  8.186  0.076   42.8
 87.75  23.25  8.159  0.094   53.2
 88.25  23.25  8.115  0.101   60.4
 88.75  23.25  8.066  0.092   65.1
 89.25  23.25  8.043  0.060   74.8
 89.75  23.25  8.067  0.036   93.1
 90.25  23.25  8.121  0.028  121.8
 90.75  23.25  8.185  0.048  154.9
 91.25  23.25  8.242  0.094  167.6
 91.75  23.25  8.300  0.135  173.1
 92.25  23.25  8.344  0.137  178.7
 92.75  23.25  8.307  0.141   10.7
 93.25  23.25  8.195  0.156   23.5
 93.75  23.25  8.055  0.188   35.2
 94.25  23.25  7.937  0.215   45.7
 94.75  23.25  7.853  0.218   50.9
 95.25  23.25  7.818  0.175   51.4
 95.75  23.25  7.838  0.076   43.8
 96.25  23.25  7.908  0.081  153.6
 96.75  23.25  7.976  0.193  148.1
 97.25  23.25  7.994  0.251  149.1
 97.75  23.25  7.951  0.253  154.4
 98.25  23.25  7.913  0.214  160.5
 98.75  23.25  7.908  0.135  167.2
 99.25  23.25  7.900  0.081    4.3
 99.75  23.25  7.897  0.070   23.3
100.25  23.25  7.908  0.064   36.8
100.75  23.25  7.887  0.049   26.3
101.25  23.25  7.878  0.057    6.2
101.75  23.25  7.902  0.067  173.9
102.25  23.25  7.943  0.070  164.6
102.75  23.25  7.993  0.068  159.1
103.25  23.25  8.033  0.069  152.7
103.75  23.25  8.052  0.064  142.9
104.25  23.25  8.039  0.051  135.8
104.75  23.25  8.018  0.040  141.1
105.25  23.25  8.011  0.049  153.8
105.75  23.25  8.003  0.069  164.0
106.25  23.25  8.015  0.080  166.2
106.75  23.25  8.040  0.073  168.0
107.25  23.25  8.073  0.047  172.8
107.75  23.25  8.110  0.014   29.7
108.25  23.25  8.138  0.038   70.9
108.75  23.25  8.139  0.055   74.1
109.25  23.25  8.115  0.053   75.4
109.75  23.25  8.076  0.041   79.5
 31.25  23.75  8.106  0.008   38.0
 31.75  23.75  8.102  0.015   33.5
 32.25  23.75  8.100  0.019   37.3
 32.75  23.75  8.101  0.016   39.6
 33.25  23.75  8.097  0.009   28.9
 33.75  23.75  8.092  0.007  173.0
 34.25  23.75  8.089  0.012  154.7
 34.75  23.75  8.089  0.019  150.6
 35.25  23.75  8.089  0.026  152.2
 35.75  23.75  8.087  0.031  156.9
 36.25  23.75  8.085  0.035  163.2
 36.75  23.75  8.085  0.037  168.8
 37.25  23.75  8.081  0.043  173.9
 37.75  23.75  8.075  0.047  177.2
 38.25  23.75  8.075  0.043  176.5
 38.75  23.75  8.075  0.036  177.2
 39.25  23.75  8.071  0.035  178.9
 39.75  23.75  8.084  0.018  179.9
 40.25  23.75  8.095  0.006    0.1
 40.75  23.75  8.098  0.002   12.0
 41.25  23.75  8.098  0.002   50.9
 41.75  23.75  8.095  0.008   64.1
 42.25  23.75  8.096  0.013   67.8
 42.75  23.75  8.096  0.022   69.3
 43.25  23.75  8.093  0.033   69.2
 43.75  23.75  8.088  0.039   69.5
 44.25  23.75  8.087  0.032   69.2
 45.75  23.75  8.137  0.048   50.0
 46.25  23.75  8.182  0.067   49.2
 46.75  23.75  8.231  0.071   49.1
 47.25  23.75  8.273  0.065   49.0
 47.75  23.75  8.295  0.051   40.5
 48.25  23.75  8.291  0.040   17.2
 48.75  23.75  8.283  0.053  177.3
 49.25  23.75  8.272  0.073  167.8
 49.75  23.75  8.252  0.096  162.0
 50.25  23.75  8.222  0.116  158.1
 50.75  23.75  8.187  0.130  154.9
 51.25  23.75  8.162  0.132  153.0
 51.75  23.75  8.150  0.123  152.5
 52.25  23.75  8.151  0.110  152.9
 52.75  23.75  8.159  0.093  153.2
 53.25  23.75  8.161  0.076  153.1
 53.75  23.75  8.153  0.067  150.2
 54.25  23.75  8.136  0.069  143.3
 54.75  23.75  8.124  0.075  130.8
 55.25  23.75  8.108  0.089  117.1
 55.75  23.75  8.112  0.141  103.5
 56.25  23.75  8.064  0.173  103.1
 56.75  23.75  7.977  0.159  106.2
 57.25  23.75  7.927  0.141  112.6
 57.75  23.75  7.932  0.142  112.1
 58.25  23.75  7.924  0.125  107.6
 58.75  23.75  7.917  0.119  101.1
 59.25  23.75  7.931  0.121   92.7
 59.75  23.75  7.939  0.130   87.2
 60.25  23.75  7.944  0.138   84.5
 60.75  23.75  7.951  0.140   83.5
 61.25  23.75  7.963  0.134   83.5
 61.75  23.75  7.981  0.121   84.6
 62.25  23.75  8.004  0.100   86.3
 62.75  23.75  8.031  0.069   88.0
 63.25  23.75  8.057  0.042   89.2
 64.25  23.75  8.109  0.035    7.5
 64.75  23.75  8.119  0.068    9.0
 65.25  23.75  8.128  0.094   11.1
 65.75  23.75  8.132  0.109   14.7
 66.25  23.75  8.132  0.115   19.1
 66.75  23.75  8.132  0.107   23.7
 67.25  23.75  8.136  0.085   28.6
 67.75  23.75  8.147  0.048   35.0
 68.25  23.75  8.159  0.013   86.3
 68.75  23.75  8.164  0.060  117.7
 69.25  23.75  8.154  0.097  122.9
 69.75  23.75  8.153  0.131  127.3
 70.25  23.75  8.157  0.159  131.6
 70.75  23.75  8.137  0.143  135.0
 71.25  23.75  8.093  0.086  142.9
 71.75  23.75  8.064  0.056  154.7
 72.25  23.75  8.056  0.039  168.8
 72.75  23.75  8.062  0.021    7.5
 73.25  23.75  8.069  0.005  130.9
 73.75  23.75  8.082  0.037  119.3
 74.25  23.75  8.106  0.057  120.9
 74.75  23.75  8.121  0.063  129.1
 75.25  23.75  8.139  0.067  138.7
 75.75  23.75  8.168  0.068  145.5
 76.25  23.75  8.198  0.070  152.9
 76.75  23.75  8.228  0.073  161.0
 77.25  23.75  8.242  0.089  171.0
 77.75  23.75  8.253  0.106  178.8
 78.25  23.75  8.253  0.123    5.8
 78.75  23.75  8.230  0.145   11.7
 79.25  23.75  8.186  0.171   16.9
 79.75  23.75  8.134  0.185   20.4
 80.25  23.75  8.107  0.175   23.2
 80.75  23.75  8.116  0.133   26.1
 81.25  23.75  8.144  0.076   28.1
 81.75  23.75  8.177  0.017   30.3
 82.25  23.75  8.199  0.033  123.3
 82.75  23.75  8.206  0.073  128.4
 83.25  23.75  8.189  0.103  134.7
 83.75  23.75  8.166  0.124  140.2
 84.25  23.75  8.150  0.135  144.9
 84.75  23.75  8.159  0.132  147.6
 85.25  23.75  8.179  0.121  151.6
 85.75  23.75  8.212  0.091  155.9
 86.25  23.75  8.222  0.060  166.9
 86.75  23.75  8.213  0.049   12.6
 87.25  23.75  8.201  0.067   37.9
 87.75  23.75  8.188  0.092   50.3
 88.25  23.75  8.154  0.103   55.5
 88.75  23.75  8.111  0.088   57.4
 89.25  23.75  8.081  0.045   59.9
 89.75  23.75  8.085  0.006   66.6
 90.25  23.75  8.127  0.021  161.3
 90.75  23.75  8.191  0.048  170.0
 91.25  23.75  8.258  0.082  172.6
 91.75  23.75  8.319  0.109  175.2
 92.25  23.75  8.355  0.110    4.2
 92.75  23.75  8.314  0.137   18.5
 93.25  23.75  8.202  0.188   29.6
 93.75  23.75  8.066  0.229   36.4
 94.25  23.75  7.958  0.249   42.0
 94.75  23.75  7.871  0.252   44.9
 95.25  23.75  7.819  0.229   44.7
 95.75  23.75  7.829  0.152   40.8
 96.25  23.75  7.906  0.047   10.6
 96.75  23.75  7.987  0.118  150.3
 97.25  23.75  8.032  0.177  147.2
 97.75  23.75  8.003  0.194  153.3
 98.25  23.75  7.974  0.166  158.5
 98.75  23.75  7.959  0.098  164.9
 99.25  23.75  7.938  0.058    9.4
 99.75  23.75  7.935  0.064   32.4
100.25  23.75  7.940  0.063   40.1
100.75  23.75  7.921  0.042   27.9
101.25  23.75  7.917  0.035    3.1
101.75  23.75  7.956  0.041  158.0
102.25  23.75  7.994  0.082  147.7
102.75  23.75  8.034  0.095  147.1
103.25  23.75  8.049  0.090  146.9
103.75  23.75  8.051  0.067  144.9
104.25  23.75  8.067  0.046  140.5
104.75  23.75  8.077  0.042  145.9
105.25  23.75  8.079  0.054  156.2
105.75  23.75  8.067  0.076  162.7
106.25  23.75  8.060  0.088  163.9
106.75  23.75  8.065  0.077  166.9
107.25  23.75  8.082  0.048  171.7
107.75  23.75  8.119  0.008    3.2
108.25  23.75  8.142  0.021   80.6
108.75  23.75  8.141  0.028   84.6
109.25  23.75  8.121  0.027   96.4
109.75  23.75  8.086  0.029  112.4
 29.25  24.25  8.104  0.002   36.0
 29.75  24.25  8.105  0.003   32.1
 30.25  24.25  8.112  0.009   48.8
 30.75  24.25  8.115  0.014   48.3
 31.25  24.25  8.112  0.021   42.7
 31.75  24.25  8.103  0.029   38.0
 32.25  24.25  8.100  0.029   41.0
 32.75  24.25  8.098  0.022   45.3
 33.25  24.25  8.087  0.009   36.1
 33.75  24.25  8.078  0.009  159.8
 34.25  24.25  8.074  0.023  148.8
 34.75  24.25  8.074  0.037  147.4
 35.25  24.25  8.074  0.049  149.7
 35.75  24.25  8.072  0.059  154.6
 36.25  24.25  8.067  0.064  161.2
 36.75  24.25  8.068  0.062  166.2
 37.25  24.25  8.068  0.062  171.2
 37.75  24.25  8.064  0.063  174.9
 38.25  24.25  8.062  0.059  175.2
 38.75  24.25  8.061  0.051  175.5
 39.25  24.25  8.067  0.037  177.1
 41.75  24.25  8.088  0.015   66.9
 42.25  24.25  8.094  0.016   67.8
 42.75  24.25  8.095  0.028   68.3
 43.25  24.25  8.089  0.061   67.9
 43.75  24.25  8.079  0.082   67.8
 44.25  24.25  8.070  0.081   66.5
 44.75  24.25  8.072  0.066   61.4
 45.25  24.25  8.084  0.065   54.7
 45.75  24.25  8.126  0.086   52.9
 46.25  24.25  8.168  0.088   52.4
 46.75  24.25  8.216  0.077   52.7
 47.25  24.25  8.265  0.059   52.6
 47.75  24.25  8.299  0.033   43.8
 48.25  24.25  8.306  0.029    0.5
 48.75  24.25  8.291  0.070  160.4
 49.25  24.25  8.275  0.110  155.0
 49.75  24.25  8.251  0.144  152.6
 50.25  24.25  8.216  0.172  151.0
 50.75  24.25  8.181  0.189  150.0
 51.25  24.25  8.157  0.188  149.2
 51.75  24.25  8.147  0.170  149.0
 52.25  24.25  8.150  0.140  149.0
 52.75  24.25  8.157  0.106  149.3
 53.25  24.25  8.159  0.076  148.3
 53.75  24.25  8.152  0.062  143.5
 54.25  24.25  8.130  0.071  138.2
 54.75  24.25  8.101  0.090  132.1
 55.25  24.25  8.075  0.106  122.9
 55.75  24.25  8.080  0.151  106.8
 56.25  24.25  8.035  0.190  103.1
 56.75  24.25  7.975  0.194  105.8
 57.25  24.25  7.926  0.167  110.9
 57.75  24.25  7.948  0.177  109.9
 58.25  24.25  7.946  0.152  107.6
 58.75  24.25  7.948  0.134  104.6
 59.25  24.25  7.957  0.121  101.3
 59.75  24.25  7.977  0.106   95.6
 60.25  24.25  7.999  0.093   89.0
 60.75  24.25  8.015  0.084   84.6
 61.25  24.25  8.031  0.074   82.8
 61.75  24.25  8.050  0.059   83.5
 62.25  24.25  8.072  0.038   85.5
 63.75  24.25  8.129  0.040    1.7
 64.25  24.25  8.141  0.075    3.9
 64.75  24.25  8.144  0.103    7.2
 65.25  24.25  8.139  0.123   11.6
 65.75  24.25  8.131  0.134   16.4
 66.25  24.25  8.127  0.137   21.2
 66.75  24.25  8.129  0.130   25.5
 67.25  24.25  8.140  0.106   29.7
 67.75  24.25  8.157  0.068   34.0
 68.25  24.25  8.169  0.020   46.7
 68.75  24.25  8.161  0.029  114.7
 69.25  24.25  8.145  0.074  124.8
 69.75  24.25  8.146  0.129  128.2
 70.25  24.25  8.141  0.167  130.8
 70.75  24.25  8.131  0.156  130.5
 71.25  24.25  8.117  0.109  132.4
 71.75  24.25  8.115  0.068  138.3
 72.25  24.25  8.101  0.047  150.2
 72.75  24.25  8.109  0.024  163.9
 73.25  24.25  8.125  0.010  147.6
 73.75  24.25  8.130  0.033  125.9
 74.25  24.25  8.128  0.057  126.9
 74.75  24.25  8.129  0.072  131.7
 75.25  24.25  8.136  0.079  136.8
 75.75  24.25  8.164  0.071  139.8
 76.25  24.25  8.199  0.054  144.0
 76.75  24.25  8.235  0.035  153.2
 77.25  24.25  8.255  0.038  173.3
 77.75  24.25  8.267  0.051    5.1
 78.25  24.25  8.263  0.070   14.2
 78.75  24.25  8.225  0.099   18.3
 79.25  24.25  8.175  0.135   22.2
 79.75  24.25  8.128  0.158   24.4
 80.25  24.25  8.110  0.154   25.1
 80.75  24.25  8.120  0.121   24.1
 81.25  24.25  8.155  0.076   21.1
 81.75  24.25  8.177  0.047    3.8
 82.25  24.25  8.200  0.053  160.5
 82.75  24.25  8.202  0.086  152.9
 83.25  24.25  8.185  0.121  151.6
 83.75  24.25  8.164  0.148  151.7
 84.25  24.25  8.155  0.164  151.5
 84.75  24.25  8.169  0.163  150.0
 85.25  24.25  8.180  0.151  151.0
 85.75  24.25  8.204  0.113  151.4
 86.25  24.25  8.210  0.066  158.1
 86.75  24.25  8.203  0.034    1.1
 87.25  24.25  8.203  0.048   39.6
 87.75  24.25  8.201  0.088   50.3
 88.25  24.25  8.184  0.104   53.3
 88.75  24.25  8.150  0.091   51.5
 89.25  24.25  8.122  0.056   43.1
 89.75  24.25  8.111  0.041   17.0
 90.25  24.25  8.136  0.058    1.2
 90.75  24.25  8.191  0.073  176.0
 91.25  24.25  8.258  0.077  172.9
 91.75  24.25  8.296  0.078  174.5
 92.25  24.25  8.315  0.066    9.5
 92.75  24.25  8.274  0.111   28.9
 93.25  24.25  8.189  0.173   36.1
 93.75  24.25  8.087  0.212   39.5
 94.25  24.25  7.981  0.242   42.5
 94.75  24.25  7.868  0.269   43.2
 95.25  24.25  7.804  0.268   42.1
 95.75  24.25  7.821  0.209   40.3
 96.25  24.25  7.912  0.097   35.6
 96.75  24.25  7.994  0.035  160.3
 97.25  24.25  8.052  0.114  138.6
 97.75  24.25  8.029  0.138  143.8
 98.25  24.25  8.003  0.116  147.7
 98.75  24.25  7.990  0.056  155.3
 99.25  24.25  7.965  0.041   26.9
 99.75  24.25  7.964  0.064   42.1
100.25  24.25  7.961  0.052   45.6
100.75  24.25  7.936  0.024   36.6
101.25  24.25  7.932  0.020  151.2
101.75  24.25  7.995  0.052  129.2
102.25  24.25  8.050  0.077  132.0
102.75  24.25  8.072  0.075  139.3
103.25  24.25  8.072  0.068  147.4
103.75  24.25  8.089  0.069  150.0
104.25  24.25  8.120  0.058  149.6
104.75  24.25  8.138  0.048  155.1
105.25  24.25  8.139  0.052  160.8
105.75  24.25  8.114  0.066  165.3
106.25  24.25  8.079  0.072  167.0
106.75  24.25  8.059  0.058  165.6
107.25  24.25  8.070  0.034  161.2
107.75  24.25  8.105  0.015  129.1
108.25  24.25  8.128  0.021  111.4
108.75  24.25  8.134  0.026  121.2
109.25  24.25  8.123  0.039  134.1
109.75  24.25  8.094  0.056  138.5
 28.75  24.75  8.106  0.004   43.1
 29.25  24.75  8.109  0.005   51.2
 30.25  24.75  8.120  0.021   57.3
 30.75  24.75  8.124  0.031   54.6
 31.25  24.75  8.115  0.040   48.1
 31.75  24.75  8.102  0.044   43.9
 32.25  24.75  8.097  0.041   46.4
 32.75  24.75  8.090  0.029   50.7
 33.25  24.75  8.073  0.009   39.4
 33.75  24.75  8.062  0.017  153.7
 34.25  24.75  8.057  0.040  147.4
 34.75  24.75  8.058  0.060  145.9
 35.25  24.75  8.058  0.075  147.9
 35.75  24.75  8.052  0.082  152.4
 36.25  24.75  8.045  0.083  158.2
 36.75  24.75  8.051  0.076  161.5
 37.25  24.75  8.056  0.068  165.6
 37.75  24.75  8.057  0.063  169.5
 38.25  24.75  8.053  0.058  170.6
 38.75  24.75  8.053  0.050  171.4
 39.25  24.75  8.058  0.035  174.8
 39.75  24.75  8.082  0.008    6.0
 40.25  24.75  8.072  0.016   70.1
 40.75  24.75  8.063  0.030   71.9
 41.25  24.75  8.061  0.036   71.5
 41.75  24.75  8.068  0.033   70.6
 43.25  24.75  8.085  0.076   67.8
 43.75  24.75  8.077  0.115   66.0
 44.25  24.75  8.073  0.125   62.6
 44.75  24.75  8.070  0.116   57.6
 45.25  24.75  8.078  0.111   51.7
 45.75  24.75  8.123  0.127   51.2
 46.25  24.75  8.158  0.115   51.4
 46.75  24.75  8.197  0.088   53.9
 47.25  24.75  8.248  0.059   56.7
 47.75  24.75  8.285  0.017   64.1
 48.25  24.75  8.295  0.040  150.3
 48.75  24.75  8.286  0.100  149.6
 49.25  24.75  8.269  0.159  148.0
 49.75  24.75  8.239  0.208  146.8
 50.25  24.75  8.201  0.241  146.2
 50.75  24.75  8.167  0.257  145.5
 51.25  24.75  8.137  0.251  145.0
 51.75  24.75  8.129  0.218  145.0
 52.25  24.75  8.139  0.167  145.3
 52.75  24.75  8.150  0.110  145.1
 53.25  24.75  8.154  0.065  143.5
 53.75  24.75  8.150  0.045  137.2
 54.25  24.75  8.126  0.057  135.6
 54.75  24.75  8.092  0.087  135.0
 55.25  24.75  8.060  0.111  130.8
 55.75  24.75  8.052  0.132  116.1
 56.25  24.75  8.024  0.170  109.6
 56.75  24.75  7.994  0.197  110.3
 57.25  24.75  7.953  0.176  113.5
 57.75  24.75  7.982  0.188  111.3
 58.25  24.75  7.985  0.162  109.8
 58.75  24.75  7.996  0.141  109.1
 59.25  24.75  8.011  0.116  109.0
 59.75  24.75  8.027  0.088  108.3
