 Long   Lat    Vpn    Ani    Direc  
103.75  42.25  8.073  0.043  161.7
104.25  42.25  8.076  0.037  173.6
104.75  42.25  8.091  0.051  179.4
105.25  42.25  8.098  0.077    0.1
105.75  42.25  8.112  0.091  179.7
106.25  42.25  8.123  0.100  179.1
106.75  42.25  8.142  0.102  178.1
107.25  42.25  8.164  0.104  176.2
107.75  42.25  8.170  0.117  175.1
108.25  42.25  8.157  0.139  175.2
108.75  42.25  8.129  0.164  176.4
109.25  42.25  8.095  0.185  177.7
109.75  42.25  8.071  0.189  179.1
  5.25  42.75  8.105  0.022   77.5
  5.75  42.75  8.079  0.070   97.6
  6.25  42.75  8.064  0.065  114.0
  6.75  42.75  8.094  0.067  151.3
  7.25  42.75  8.168  0.141  171.1
  7.75  42.75  8.233  0.211  174.5
  8.25  42.75  8.220  0.221  177.7
  8.75  42.75  8.184  0.171    5.7
  9.25  42.75  8.127  0.138   19.4
  9.75  42.75  8.031  0.159   23.1
 10.25  42.75  7.915  0.143   19.1
 10.75  42.75  7.808  0.144    3.0
 11.25  42.75  7.670  0.166  165.7
 11.75  42.75  7.528  0.162  140.1
 12.25  42.75  7.507  0.257  123.6
 12.75  42.75  7.681  0.371  125.8
 13.25  42.75  7.900  0.275  136.2
 13.75  42.75  8.092  0.120  157.8
 14.25  42.75  8.150  0.121    1.5
 14.75  42.75  8.207  0.144    7.0
 15.25  42.75  8.240  0.098    5.6
 15.75  42.75  8.156  0.085    0.6
 16.25  42.75  8.089  0.110  165.1
 16.75  42.75  8.043  0.169  155.4
 17.25  42.75  8.011  0.190  152.8
 17.75  42.75  7.945  0.224  147.1
 18.25  42.75  7.804  0.240  144.5
 18.75  42.75  7.712  0.273  139.1
 19.25  42.75  7.673  0.206  127.3
 19.75  42.75  7.784  0.185  113.4
 20.25  42.75  7.897  0.062   79.2
 20.75  42.75  8.060  0.098   28.7
 21.25  42.75  8.167  0.109   12.9
 21.75  42.75  8.166  0.080  155.9
 22.25  42.75  8.146  0.058  119.9
 22.75  42.75  8.048  0.066   91.2
 23.25  42.75  8.004  0.098   70.8
 23.75  42.75  8.023  0.102   45.1
 24.25  42.75  8.090  0.113   29.9
 24.75  42.75  8.081  0.074   14.6
 25.25  42.75  8.038  0.097  150.0
 25.75  42.75  8.032  0.043  144.3
 26.25  42.75  7.984  0.037   99.2
 26.75  42.75  8.031  0.062  109.4
 27.25  42.75  8.079  0.083   87.9
 27.75  42.75  8.108  0.116   68.4
 28.25  42.75  8.104  0.086   65.3
 28.75  42.75  8.111  0.062   81.1
 29.25  42.75  8.086  0.043   95.4
 29.75  42.75  8.104  0.047  107.1
 30.25  42.75  8.131  0.047  117.6
 30.75  42.75  8.163  0.035  135.3
 31.25  42.75  8.191  0.060  159.2
 31.75  42.75  8.165  0.112  167.5
 32.25  42.75  8.113  0.164  171.3
 32.75  42.75  8.064  0.193  171.9
 33.25  42.75  8.063  0.192  174.7
 33.75  42.75  8.110  0.171  179.7
 34.25  42.75  8.155  0.159    6.0
 34.75  42.75  8.182  0.155   12.9
 35.25  42.75  8.191  0.159   18.7
 35.75  42.75  8.164  0.172   21.8
 36.25  42.75  8.134  0.148   23.5
 36.75  42.75  8.128  0.093   23.7
 37.25  42.75  8.130  0.030    8.7
 37.75  42.75  8.148  0.046  126.4
 38.25  42.75  8.140  0.070  124.9
 38.75  42.75  8.126  0.084  124.6
 39.25  42.75  8.109  0.137  123.6
 39.75  42.75  8.073  0.200  125.4
 40.25  42.75  8.011  0.210  126.3
 40.75  42.75  7.959  0.200  128.7
 41.25  42.75  7.908  0.178  135.6
 41.75  42.75  7.851  0.179  146.4
 42.25  42.75  7.803  0.189  157.2
 42.75  42.75  7.798  0.187  167.5
 43.25  42.75  7.850  0.177    0.1
 43.75  42.75  7.989  0.186   17.2
 44.25  42.75  8.142  0.229   26.4
 44.75  42.75  8.231  0.232   30.0
 45.25  42.75  8.215  0.174   36.3
 45.75  42.75  8.135  0.118   58.5
 46.25  42.75  8.059  0.168   80.0
 46.75  42.75  7.993  0.207   88.4
 47.25  42.75  7.985  0.229   94.3
 47.75  42.75  8.026  0.221   99.7
 48.25  42.75  8.098  0.200  105.0
 48.75  42.75  8.151  0.162  108.6
 49.25  42.75  8.159  0.102  110.0
 50.25  42.75  8.171  0.032  116.0
 50.75  42.75  8.213  0.049  117.0
 51.25  42.75  8.217  0.051  118.9
 51.75  42.75  8.184  0.039  121.3
 52.75  42.75  8.131  0.056  142.4
 53.25  42.75  8.125  0.081  146.4
 53.75  42.75  8.115  0.085  149.4
 54.25  42.75  8.109  0.070  151.5
 54.75  42.75  8.104  0.047  154.3
 55.25  42.75  8.100  0.025  159.5
 55.75  42.75  8.105  0.021  166.3
 56.25  42.75  8.109  0.017  169.5
 56.75  42.75  8.109  0.013  173.4
 57.25  42.75  8.122  0.021  172.1
 57.75  42.75  8.125  0.018  173.5
 58.25  42.75  8.115  0.007    3.2
 58.75  42.75  8.110  0.005  179.0
 61.75  42.75  8.098  0.007   16.1
 62.25  42.75  8.100  0.010   18.2
 62.75  42.75  8.103  0.006   18.5
 65.75  42.75  8.115  0.011  145.1
 66.25  42.75  8.115  0.011  144.4
 67.75  42.75  8.136  0.022   35.3
 68.25  42.75  8.153  0.043   31.5
 68.75  42.75  8.151  0.070   24.4
 69.25  42.75  8.140  0.100   17.3
 69.75  42.75  8.138  0.122   11.2
 70.25  42.75  8.147  0.132    6.3
 70.75  42.75  8.176  0.122    3.9
 71.25  42.75  8.198  0.106    4.7
 71.75  42.75  8.222  0.064    7.0
 72.25  42.75  8.222  0.013    4.7
 72.75  42.75  8.182  0.032  104.7
 73.25  42.75  8.118  0.064  100.1
 73.75  42.75  8.064  0.093   93.8
 74.25  42.75  8.055  0.121   86.3
 74.75  42.75  8.094  0.118   76.4
 75.25  42.75  8.104  0.073   51.5
 75.75  42.75  8.123  0.099   26.6
 76.25  42.75  8.122  0.095   17.0
 76.75  42.75  8.123  0.064   16.0
 77.25  42.75  8.091  0.052   27.9
 77.75  42.75  8.026  0.099   46.9
 78.25  42.75  7.978  0.141   47.4
 78.75  42.75  7.974  0.159   41.6
 79.25  42.75  8.043  0.170   35.5
 79.75  42.75  8.132  0.164   30.1
 80.25  42.75  8.188  0.132   18.9
 80.75  42.75  8.201  0.132    1.7
 81.25  42.75  8.257  0.164  179.9
 81.75  42.75  8.262  0.186   13.4
 82.25  42.75  8.213  0.189   22.6
 82.75  42.75  8.203  0.116   27.7
 83.25  42.75  8.221  0.006   33.9
 83.75  42.75  8.221  0.082  120.2
 84.25  42.75  8.223  0.150  123.9
 84.75  42.75  8.212  0.173  129.8
 85.25  42.75  8.233  0.128  135.8
 85.75  42.75  8.248  0.094  132.4
 86.25  42.75  8.176  0.099  120.3
 86.75  42.75  8.115  0.104  112.6
 87.25  42.75  8.100  0.104  109.2
 87.75  42.75  8.181  0.099  103.7
 88.25  42.75  8.268  0.068   92.6
 88.75  42.75  8.330  0.055   85.7
 89.25  42.75  8.360  0.046   83.2
 89.75  42.75  8.325  0.029  109.9
 90.25  42.75  8.266  0.081  134.8
 90.75  42.75  8.207  0.157  137.1
 91.25  42.75  8.144  0.222  139.1
 91.75  42.75  8.086  0.255  142.7
 92.25  42.75  8.046  0.232  150.5
 92.75  42.75  8.045  0.181  166.7
 93.25  42.75  8.079  0.148   10.2
 93.75  42.75  8.107  0.159   26.5
 94.25  42.75  8.128  0.136   30.1
 94.75  42.75  8.154  0.094   29.1
 95.25  42.75  8.176  0.054   25.6
 95.75  42.75  8.196  0.025   27.0
 96.25  42.75  8.219  0.011   69.9
 96.75  42.75  8.235  0.032   91.6
 97.25  42.75  8.240  0.046   97.3
 97.75  42.75  8.231  0.042  103.0
 98.25  42.75  8.206  0.017  124.3
 98.75  42.75  8.167  0.046  177.9
 99.25  42.75  8.134  0.101    2.7
 99.75  42.75  8.122  0.143    3.4
100.25  42.75  8.138  0.157    2.4
100.75  42.75  8.166  0.151    0.5
101.25  42.75  8.187  0.139  177.3
101.75  42.75  8.182  0.132  172.8
102.25  42.75  8.161  0.125  169.2
102.75  42.75  8.140  0.112  165.2
103.25  42.75  8.127  0.094  162.2
103.75  42.75  8.118  0.080  163.2
104.25  42.75  8.118  0.067  168.3
104.75  42.75  8.124  0.065  173.6
105.25  42.75  8.118  0.088  174.9
105.75  42.75  8.126  0.094  174.4
106.25  42.75  8.137  0.096  172.6
106.75  42.75  8.155  0.091  170.3
107.25  42.75  8.176  0.085  168.2
107.75  42.75  8.183  0.096  169.0
108.25  42.75  8.175  0.116  171.6
108.75  42.75  8.149  0.143  174.8
109.25  42.75  8.118  0.165  177.3
109.75  42.75  8.096  0.174  178.6
  5.25  43.25  8.088  0.058   51.2
  5.75  43.25  8.032  0.069   85.6
  6.25  43.25  7.963  0.075  106.1
  6.75  43.25  7.961  0.073  142.6
  7.25  43.25  8.060  0.200  165.0
  7.75  43.25  8.180  0.292  169.0
  8.25  43.25  8.197  0.306  166.3
  8.75  43.25  8.124  0.206  168.1
  9.25  43.25  8.035  0.078  174.1
  9.75  43.25  7.966  0.058  150.5
 10.25  43.25  7.879  0.144  141.6
 10.75  43.25  7.784  0.259  148.2
 11.25  43.25  7.675  0.307  149.2
 11.75  43.25  7.570  0.318  141.1
 12.25  43.25  7.552  0.269  128.8
 12.75  43.25  7.743  0.236  116.3
 13.25  43.25  8.032  0.093   83.7
 13.75  43.25  8.207  0.189   38.1
 14.25  43.25  8.269  0.221   30.8
 14.75  43.25  8.262  0.147   17.4
 15.25  43.25  8.181  0.091  177.1
 15.75  43.25  8.074  0.112  157.9
 16.25  43.25  7.970  0.170  150.0
 16.75  43.25  7.931  0.246  146.3
 17.25  43.25  7.933  0.278  142.7
 17.75  43.25  7.908  0.232  138.1
 18.25  43.25  7.872  0.186  137.5
 18.75  43.25  7.847  0.124  139.5
 19.25  43.25  7.873  0.067  125.5
 19.75  43.25  7.938  0.092   91.2
 20.25  43.25  8.015  0.074   53.5
 20.75  43.25  8.120  0.145   21.7
 21.25  43.25  8.177  0.139    9.0
 21.75  43.25  8.141  0.110  162.4
 22.25  43.25  8.140  0.083  132.0
 22.75  43.25  8.052  0.060  111.7
 23.25  43.25  8.041  0.038   89.9
 23.75  43.25  8.073  0.062   19.2
 24.25  43.25  8.086  0.138    4.2
 24.75  43.25  8.068  0.160  170.5
 25.25  43.25  8.052  0.174  149.2
 25.75  43.25  8.020  0.115  142.4
 26.25  43.25  7.979  0.072  129.8
 26.75  43.25  8.009  0.065  122.3
 27.25  43.25  8.030  0.043   96.7
 27.75  43.25  8.084  0.064   74.2
 28.25  43.25  8.114  0.045   75.6
 28.75  43.25  8.128  0.047   88.9
 29.25  43.25  8.106  0.041  103.4
 29.75  43.25  8.113  0.066  114.6
 30.25  43.25  8.151  0.097  124.7
 30.75  43.25  8.186  0.113  133.6
 31.25  43.25  8.190  0.120  147.9
 31.75  43.25  8.175  0.146  162.9
 32.25  43.25  8.151  0.189  170.4
 32.75  43.25  8.115  0.226  172.0
 33.25  43.25  8.105  0.237  174.5
 33.75  43.25  8.139  0.205    1.5
 34.25  43.25  8.168  0.197   12.5
 34.75  43.25  8.178  0.210   22.2
 35.25  43.25  8.171  0.225   28.3
 35.75  43.25  8.145  0.232   29.6
 36.25  43.25  8.133  0.196   31.1
 36.75  43.25  8.140  0.117   35.5
 37.25  43.25  8.151  0.037   59.7
 37.75  43.25  8.141  0.074  101.0
 38.25  43.25  8.090  0.107  106.1
 38.75  43.25  8.059  0.143  108.9
 39.25  43.25  8.062  0.185  111.2
 39.75  43.25  8.026  0.218  113.6
 40.25  43.25  7.972  0.245  114.5
 40.75  43.25  7.921  0.250  116.8
 41.25  43.25  7.887  0.228  122.1
 41.75  43.25  7.843  0.192  132.5
 42.25  43.25  7.819  0.166  146.9
 42.75  43.25  7.835  0.159  162.1
 43.25  43.25  7.901  0.166  179.1
 43.75  43.25  8.062  0.174   11.6
 44.25  43.25  8.211  0.200   20.5
 44.75  43.25  8.279  0.215   26.4
 45.25  43.25  8.244  0.183   33.4
 45.75  43.25  8.154  0.132   48.7
 46.25  43.25  8.068  0.136   75.2
 46.75  43.25  8.014  0.181   90.6
 47.25  43.25  8.012  0.220   97.5
 47.75  43.25  8.049  0.235  101.3
 48.25  43.25  8.095  0.218  104.0
 48.75  43.25  8.131  0.179  105.8
 49.25  43.25  8.141  0.122  105.9
 49.75  43.25  8.122  0.054  103.7
 50.75  43.25  8.161  0.030  114.8
 51.25  43.25  8.175  0.034  119.0
 51.75  43.25  8.159  0.027  124.9
 52.25  43.25  8.125  0.021  139.7
 52.75  43.25  8.113  0.045  147.1
 53.25  43.25  8.099  0.066  150.6
 53.75  43.25  8.087  0.074  153.3
 54.25  43.25  8.084  0.065  155.7
 54.75  43.25  8.086  0.049  157.9
 55.25  43.25  8.090  0.029  161.8
 55.75  43.25  8.096  0.016  166.8
 56.75  43.25  8.107  0.010    1.8
 57.25  43.25  8.116  0.013    4.6
 57.75  43.25  8.121  0.012   10.7
 58.25  43.25  8.119  0.008   24.9
 58.75  43.25  8.112  0.004   26.8
 61.25  43.25  8.098  0.003   15.5
 61.75  43.25  8.097  0.006   15.8
 62.25  43.25  8.100  0.005   18.3
 62.75  43.25  8.102  0.002   21.3
 65.25  43.25  8.104  0.004  127.9
 65.75  43.25  8.107  0.006  134.2
 67.25  43.25  8.117  0.008   55.2
 67.75  43.25  8.139  0.023   43.3
 68.25  43.25  8.152  0.042   36.1
 68.75  43.25  8.157  0.062   26.9
 69.25  43.25  8.153  0.088   17.0
 69.75  43.25  8.154  0.112   10.4
 70.25  43.25  8.159  0.134    6.1
 70.75  43.25  8.172  0.145    4.4
 71.25  43.25  8.194  0.139    5.6
 71.75  43.25  8.232  0.094    9.3
 72.25  43.25  8.240  0.044   15.8
 72.75  43.25  8.208  0.011   61.5
 73.25  43.25  8.155  0.042   92.9
 73.75  43.25  8.121  0.082   89.9
 74.25  43.25  8.123  0.121   85.2
 74.75  43.25  8.156  0.131   79.6
 75.25  43.25  8.169  0.091   66.1
 75.75  43.25  8.178  0.076   38.2
 76.25  43.25  8.192  0.087   26.6
 76.75  43.25  8.186  0.073   27.4
 77.25  43.25  8.146  0.078   38.2
 77.75  43.25  8.083  0.117   52.3
 78.25  43.25  8.019  0.133   50.5
 78.75  43.25  8.018  0.145   45.1
 79.25  43.25  8.076  0.152   38.2
 79.75  43.25  8.152  0.148   30.5
 80.25  43.25  8.231  0.132   22.2
 80.75  43.25  8.236  0.155    8.2
 81.25  43.25  8.210  0.194    2.3
 81.75  43.25  8.138  0.226    9.0
 82.25  43.25  8.085  0.226   19.2
 82.75  43.25  8.025  0.152   17.0
 83.25  43.25  8.011  0.085    3.1
 83.75  43.25  8.036  0.058  163.3
 84.25  43.25  8.071  0.068  127.8
 84.75  43.25  8.105  0.089  127.0
 85.25  43.25  8.131  0.068  132.1
 85.75  43.25  8.124  0.067  123.4
 86.25  43.25  8.077  0.121  122.3
 86.75  43.25  8.074  0.136  121.9
 87.25  43.25  8.109  0.090  116.2
 87.75  43.25  8.191  0.063  103.2
 88.25  43.25  8.274  0.050   73.8
 88.75  43.25  8.299  0.061   67.5
 89.25  43.25  8.290  0.074   75.4
 89.75  43.25  8.276  0.066   89.1
 90.25  43.25  8.249  0.084  117.0
 90.75  43.25  8.215  0.154  126.7
 91.25  43.25  8.168  0.220  129.1
 91.75  43.25  8.123  0.247  130.6
 92.25  43.25  8.096  0.208  133.4
 92.75  43.25  8.101  0.084  144.5
 93.25  43.25  8.112  0.075   30.9
 93.75  43.25  8.125  0.145   38.5
 94.25  43.25  8.131  0.147   36.4
 94.75  43.25  8.140  0.123   33.9
 95.25  43.25  8.154  0.089   33.3
 95.75  43.25  8.170  0.055   35.2
 96.25  43.25  8.191  0.034   52.2
 96.75  43.25  8.211  0.041   79.4
 97.25  43.25  8.216  0.055   91.5
 97.75  43.25  8.203  0.051   96.4
 98.25  43.25  8.168  0.019   98.1
 98.75  43.25  8.127  0.032    8.5
 99.25  43.25  8.100  0.083    7.6
 99.75  43.25  8.096  0.122    6.2
100.25  43.25  8.123  0.135    4.4
100.75  43.25  8.162  0.132    1.7
101.25  43.25  8.192  0.126  177.5
101.75  43.25  8.198  0.129  172.7
102.25  43.25  8.187  0.132  168.4
102.75  43.25  8.172  0.130  164.5
103.25  43.25  8.159  0.117  162.4
103.75  43.25  8.144  0.101  164.2
104.25  43.25  8.141  0.081  168.4
104.75  43.25  8.144  0.067  172.9
105.25  43.25  8.131  0.077  174.6
105.75  43.25  8.127  0.076  172.6
106.25  43.25  8.131  0.070  168.4
106.75  43.25  8.149  0.065  162.3
107.25  43.25  8.175  0.064  157.0
107.75  43.25  8.185  0.073  159.3
108.25  43.25  8.179  0.087  166.2
108.75  43.25  8.162  0.111  172.5
109.25  43.25  8.141  0.133  176.0
109.75  43.25  8.125  0.146  177.9
  5.25  43.75  8.059  0.050   48.2
  5.75  43.75  7.992  0.080   87.8
  6.25  43.75  7.882  0.115  109.8
  6.75  43.75  7.852  0.152  132.2
  7.25  43.75  7.913  0.237  151.9
  7.75  43.75  8.022  0.288  159.1
  8.25  43.75  8.042  0.262  157.6
  8.75  43.75  8.004  0.273  150.9
  9.25  43.75  7.953  0.291  143.0
  9.75  43.75  7.956  0.383  138.1
 10.25  43.75  7.958  0.486  138.9
 10.75  43.75  7.911  0.544  144.1
 11.25  43.75  7.886  0.521  145.4
 11.75  43.75  7.848  0.454  144.2
 12.25  43.75  7.813  0.246  139.7
 12.75  43.75  7.952  0.088  111.9
 13.25  43.75  8.202  0.167   57.0
 13.75  43.75  8.319  0.260   46.0
 14.25  43.75  8.281  0.221   41.5
 14.75  43.75  8.180  0.091   28.7
 15.25  43.75  8.098  0.074  162.6
 15.75  43.75  8.001  0.097  148.7
 16.25  43.75  7.929  0.157  141.6
 16.75  43.75  7.867  0.226  138.4
 17.25  43.75  7.850  0.245  136.7
 17.75  43.75  7.926  0.171  127.6
 18.25  43.75  7.969  0.110  121.5
 18.75  43.75  8.000  0.049  112.2
 19.25  43.75  8.049  0.068   78.1
 19.75  43.75  8.062  0.106   63.3
 20.25  43.75  8.103  0.132   42.1
 20.75  43.75  8.137  0.188   25.5
 21.25  43.75  8.120  0.177   16.0
 21.75  43.75  8.111  0.123  164.6
 22.25  43.75  8.113  0.133  143.3
 22.75  43.75  8.084  0.102  138.3
 23.25  43.75  8.063  0.051  149.8
 23.75  43.75  8.071  0.082  175.9
 24.25  43.75  8.119  0.155  174.4
 24.75  43.75  8.121  0.235  164.8
 25.25  43.75  8.118  0.215  156.2
 25.75  43.75  8.051  0.167  157.1
 26.25  43.75  8.027  0.084  154.4
 26.75  43.75  8.019  0.043  160.6
 27.25  43.75  8.042  0.022  134.1
 27.75  43.75  8.095  0.039   99.3
 28.25  43.75  8.124  0.056   97.9
 28.75  43.75  8.115  0.062  104.5
 29.25  43.75  8.101  0.051  110.2
 29.75  43.75  8.132  0.070  113.8
 30.25  43.75  8.178  0.100  120.6
 30.75  43.75  8.198  0.119  129.9
 31.25  43.75  8.175  0.130  142.6
 31.75  43.75  8.170  0.161  153.5
 32.25  43.75  8.162  0.198  162.2
 32.75  43.75  8.144  0.218  169.9
 33.25  43.75  8.132  0.222  176.7
 33.75  43.75  8.137  0.198    7.9
 34.25  43.75  8.134  0.220   21.4
 34.75  43.75  8.143  0.244   30.6
 35.25  43.75  8.139  0.252   35.0
 35.75  43.75  8.104  0.248   35.6
 36.25  43.75  8.096  0.200   38.0
 36.75  43.75  8.122  0.119   47.7
 37.25  43.75  8.148  0.073   78.7
 37.75  43.75  8.136  0.116   98.3
 38.25  43.75  8.078  0.155  101.4
 38.75  43.75  8.035  0.192  102.6
 39.25  43.75  8.024  0.220  103.4
 39.75  43.75  8.013  0.239  105.6
 40.25  43.75  7.990  0.260  107.6
 40.75  43.75  7.965  0.258  110.3
 41.25  43.75  7.940  0.229  114.4
 41.75  43.75  7.906  0.163  124.4
 42.25  43.75  7.888  0.113  142.7
 42.75  43.75  7.903  0.108  167.1
 43.25  43.75  7.974  0.135    3.9
 43.75  43.75  8.100  0.160   13.8
 44.25  43.75  8.209  0.190   20.9
 44.75  43.75  8.255  0.206   26.3
 45.25  43.75  8.221  0.189   31.7
 45.75  43.75  8.155  0.132   41.0
 46.25  43.75  8.097  0.086   69.3
 46.75  43.75  8.054  0.129   93.8
 47.25  43.75  8.041  0.184  102.3
 47.75  43.75  8.062  0.211  104.0
 48.25  43.75  8.099  0.206  104.0
 48.75  43.75  8.124  0.179  104.3
 49.25  43.75  8.136  0.136  103.8
 49.75  43.75  8.137  0.087  101.7
 50.25  43.75  8.138  0.049   99.2
 50.75  43.75  8.156  0.038  101.4
 51.25  43.75  8.160  0.029  105.6
 51.75  43.75  8.149  0.018  111.9
 52.25  43.75  8.127  0.013  132.2
 52.75  43.75  8.107  0.025  149.9
 53.25  43.75  8.091  0.041  154.3
 53.75  43.75  8.077  0.051  156.9
 54.25  43.75  8.071  0.052  159.1
 54.75  43.75  8.075  0.040  161.1
 55.25  43.75  8.082  0.026  163.7
 55.75  43.75  8.092  0.014  167.7
 56.25  43.75  8.099  0.006  179.7
 56.75  43.75  8.105  0.009   12.0
 57.25  43.75  8.113  0.010   20.5
 57.75  43.75  8.119  0.010   31.2
 58.25  43.75  8.119  0.010   44.3
 58.75  43.75  8.112  0.006   48.6
 61.25  43.75  8.097  0.003   14.4
 61.75  43.75  8.098  0.003   15.0
 62.25  43.75  8.101  0.001   23.7
 64.75  43.75  8.104  0.004  122.3
 65.25  43.75  8.104  0.004  123.2
 66.25  43.75  8.107  0.004  100.4
 66.75  43.75  8.112  0.006   83.2
 67.25  43.75  8.121  0.013   61.4
 67.75  43.75  8.133  0.024   49.1
 68.25  43.75  8.150  0.035   40.6
 68.75  43.75  8.162  0.046   28.6
 69.25  43.75  8.163  0.068   15.7
 69.75  43.75  8.164  0.094    8.7
 70.25  43.75  8.162  0.123    5.0
 70.75  43.75  8.162  0.144    3.9
 71.25  43.75  8.175  0.145    5.0
 71.75  43.75  8.216  0.103    9.3
 72.25  43.75  8.235  0.063   17.7
 72.75  43.75  8.227  0.030   37.0
 73.25  43.75  8.194  0.028   70.6
 73.75  43.75  8.172  0.057   82.5
 74.25  43.75  8.188  0.096   81.9
 74.75  43.75  8.224  0.116   77.5
 75.25  43.75  8.236  0.096   69.0
 75.75  43.75  8.224  0.060   51.7
 76.25  43.75  8.231  0.053   40.6
 76.75  43.75  8.221  0.060   36.1
 77.25  43.75  8.187  0.077   40.5
 77.75  43.75  8.149  0.110   48.0
 78.25  43.75  8.118  0.124   47.4
 78.75  43.75  8.101  0.108   43.1
 79.25  43.75  8.133  0.095   37.1
 79.75  43.75  8.175  0.077   25.4
 80.25  43.75  8.224  0.069    8.3
 80.75  43.75  8.217  0.121  176.0
 81.25  43.75  8.210  0.155  174.2
 81.75  43.75  8.130  0.184  175.5
 82.25  43.75  8.044  0.177  174.0
 82.75  43.75  7.981  0.164  168.6
 83.25  43.75  7.935  0.153  169.0
 83.75  43.75  7.975  0.103  162.6
 84.25  43.75  8.069  0.069  135.8
 84.75  43.75  8.194  0.073  122.0
 85.25  43.75  8.235  0.029  141.3
 85.75  43.75  8.261  0.036  140.8
 86.25  43.75  8.229  0.095  122.8
 86.75  43.75  8.206  0.133  114.1
 87.25  43.75  8.221  0.100  103.1
 87.75  43.75  8.221  0.082   88.3
 88.25  43.75  8.243  0.077   63.2
 88.75  43.75  8.247  0.113   53.5
 89.25  43.75  8.255  0.113   56.9
 89.75  43.75  8.251  0.052   65.7
 90.25  43.75  8.257  0.047  122.7
 90.75  43.75  8.264  0.119  130.8
 91.25  43.75  8.263  0.184  129.6
 91.75  43.75  8.259  0.233  126.8
 92.25  43.75  8.259  0.225  123.5
 92.75  43.75  8.230  0.123  114.6
 93.25  43.75  8.189  0.075   71.6
 93.75  43.75  8.161  0.129   52.0
 94.25  43.75  8.132  0.145   43.7
 94.75  43.75  8.117  0.134   39.0
 95.25  43.75  8.125  0.107   38.5
 95.75  43.75  8.137  0.076   41.1
 96.25  43.75  8.157  0.050   53.9
 96.75  43.75  8.180  0.053   75.6
 97.25  43.75  8.188  0.066   86.4
 97.75  43.75  8.169  0.060   89.5
 98.25  43.75  8.130  0.031   82.2
 98.75  43.75  8.093  0.025   27.2
 99.25  43.75  8.073  0.066   12.9
 99.75  43.75  8.079  0.100    8.1
100.25  43.75  8.112  0.114    5.0
100.75  43.75  8.156  0.114    2.1
101.25  43.75  8.191  0.110  178.3
101.75  43.75  8.198  0.115  173.9
102.25  43.75  8.195  0.119  169.0
102.75  43.75  8.181  0.125  165.3
103.25  43.75  8.163  0.118  164.6
103.75  43.75  8.145  0.104  167.0
104.25  43.75  8.137  0.079  172.0
104.75  43.75  8.138  0.055  179.3
105.25  43.75  8.128  0.050    1.4
105.75  43.75  8.122  0.049  174.9
106.25  43.75  8.127  0.044  165.3
106.75  43.75  8.144  0.042  151.9
107.25  43.75  8.168  0.048  143.3
107.75  43.75  8.177  0.054  147.9
108.25  43.75  8.175  0.062  158.4
108.75  43.75  8.166  0.078  168.2
109.25  43.75  8.154  0.096  173.7
109.75  43.75  8.139  0.109  177.0
  5.25  44.25  8.006  0.042   31.6
  5.75  44.25  7.948  0.096   84.7
  6.25  44.25  7.834  0.166   99.0
  6.75  44.25  7.782  0.203  114.7
  7.25  44.25  7.861  0.230  135.9
  7.75  44.25  8.095  0.295  152.7
  8.25  44.25  8.147  0.309  162.5
  8.75  44.25  8.091  0.366  157.1
  9.25  44.25  7.977  0.428  146.8
  9.75  44.25  7.919  0.497  137.2
 10.25  44.25  7.968  0.560  133.8
 10.75  44.25  8.014  0.521  137.4
 11.25  44.25  8.087  0.391  142.1
 11.75  44.25  8.207  0.256  148.2
 12.25  44.25  8.247  0.076   28.0
 12.75  44.25  8.272  0.153   45.2
 13.25  44.25  8.373  0.208   44.8
 13.75  44.25  8.383  0.241   43.5
 14.25  44.25  8.249  0.154   36.7
 14.75  44.25  8.128  0.031  170.6
 15.25  44.25  7.984  0.074  136.3
 15.75  44.25  7.910  0.085  119.7
 16.25  44.25  7.900  0.132  118.0
 16.75  44.25  7.872  0.155  124.3
 17.25  44.25  7.865  0.109  126.3
 17.75  44.25  7.967  0.082  107.9
 18.25  44.25  8.025  0.038   94.9
 18.75  44.25  8.068  0.046   76.6
 19.25  44.25  8.097  0.109   62.8
 19.75  44.25  8.073  0.120   55.1
 20.25  44.25  8.028  0.094   40.9
 20.75  44.25  8.056  0.104   20.7
 21.25  44.25  8.069  0.130    9.4
 21.75  44.25  8.089  0.113  158.6
 22.25  44.25  8.035  0.143  143.9
 22.75  44.25  8.002  0.110  136.6
 23.25  44.25  7.972  0.067  137.3
 23.75  44.25  8.017  0.056  156.2
 24.25  44.25  8.088  0.128  164.7
 24.75  44.25  8.131  0.224  164.9
 25.25  44.25  8.154  0.245  163.1
 25.75  44.25  8.117  0.188  166.5
 26.25  44.25  8.073  0.093  175.6
 26.75  44.25  8.028  0.054    2.3
 27.25  44.25  8.081  0.041  110.6
 27.75  44.25  8.082  0.075  104.8
 28.25  44.25  8.073  0.091   98.5
 28.75  44.25  8.050  0.082  103.9
 29.25  44.25  8.060  0.071  109.9
 29.75  44.25  8.128  0.084  113.1
 30.25  44.25  8.199  0.090  115.8
 30.75  44.25  8.231  0.089  128.7
 31.25  44.25  8.239  0.108  144.7
 31.75  44.25  8.229  0.135  154.6
 32.25  44.25  8.194  0.160  159.9
 32.75  44.25  8.147  0.167  165.5
 33.25  44.25  8.100  0.150  176.0
 33.75  44.25  8.104  0.160   16.6
 34.25  44.25  8.129  0.223   29.4
 34.75  44.25  8.160  0.252   34.0
 35.25  44.25  8.147  0.259   34.7
